,season,Home,G.1,Visitor,G,playoffs
47863,2013,Vancouver Canucks,2.0,San Jose Sharks,3.0,1
47864,2013,Boston Bruins,2.0,Toronto Maple Leafs,4.0,1
47865,2013,Detroit Red Wings,0.0,Anaheim Ducks,4.0,1
47866,2013,Los Angeles Kings,1.0,St. Louis Blues,0.0,1
47867,2013,Washington Capitals,1.0,New York Rangers,0.0,1
47868,2013,Minnesota Wild,3.0,Chicago Blackhawks,2.0,1
47869,2013,New York Islanders,4.0,Pittsburgh Penguins,5.0,1
47870,2013,Ottawa Senators,6.0,Montreal Canadiens,1.0,1
47871,2013,San Jose Sharks,5.0,Vancouver Canucks,2.0,1
47872,2013,Detroit Red Wings,3.0,Anaheim Ducks,2.0,1
47873,2013,Los Angeles Kings,4.0,St. Louis Blues,3.0,1
47874,2013,New York Rangers,4.0,Washington Capitals,3.0,1
47875,2013,Toronto Maple Leafs,2.0,Boston Bruins,5.0,1
47876,2013,Minnesota Wild,0.0,Chicago Blackhawks,3.0,1
47877,2013,New York Islanders,6.0,Pittsburgh Penguins,4.0,1
47878,2013,Ottawa Senators,3.0,Montreal Canadiens,2.0,1
47879,2013,San Jose Sharks,4.0,Vancouver Canucks,3.0,1
47880,2013,Anaheim Ducks,3.0,Detroit Red Wings,2.0,1
47881,2013,New York Rangers,4.0,Washington Capitals,3.0,1
47882,2013,St. Louis Blues,2.0,Los Angeles Kings,3.0,1
47883,2013,Toronto Maple Leafs,3.0,Boston Bruins,4.0,1
47884,2013,Chicago Blackhawks,5.0,Minnesota Wild,1.0,1
47885,2013,Montreal Canadiens,1.0,Ottawa Senators,6.0,1
47886,2013,Pittsburgh Penguins,4.0,New York Islanders,0.0,1
47887,2013,Boston Bruins,1.0,Toronto Maple Leafs,2.0,1
47888,2013,Detroit Red Wings,4.0,Anaheim Ducks,3.0,1
47889,2013,Los Angeles Kings,2.0,St. Louis Blues,1.0,1
47890,2013,Washington Capitals,2.0,New York Rangers,1.0,1
47891,2013,New York Islanders,3.0,Pittsburgh Penguins,4.0,1
47892,2013,Anaheim Ducks,2.0,Detroit Red Wings,3.0,1
47893,2013,New York Rangers,1.0,Washington Capitals,0.0,1
47894,2013,Toronto Maple Leafs,2.0,Boston Bruins,1.0,1
47895,2013,Boston Bruins,5.0,Toronto Maple Leafs,4.0,1
47896,2013,Washington Capitals,0.0,New York Rangers,5.0,1
47897,2013,Los Angeles Kings,2.0,San Jose Sharks,0.0,1
47898,2013,Pittsburgh Penguins,4.0,Ottawa Senators,1.0,1
47899,2013,Chicago Blackhawks,4.0,Detroit Red Wings,1.0,1
47900,2013,Boston Bruins,3.0,New York Rangers,2.0,1
47901,2013,Los Angeles Kings,4.0,San Jose Sharks,3.0,1
47902,2013,Pittsburgh Penguins,4.0,Ottawa Senators,3.0,1
47903,2013,Chicago Blackhawks,1.0,Detroit Red Wings,4.0,1
47904,2013,San Jose Sharks,2.0,Los Angeles Kings,1.0,1
47905,2013,Boston Bruins,5.0,New York Rangers,2.0,1
47906,2013,Ottawa Senators,2.0,Pittsburgh Penguins,1.0,1
47907,2013,Detroit Red Wings,3.0,Chicago Blackhawks,1.0,1
47908,2013,New York Rangers,1.0,Boston Bruins,2.0,1
47909,2013,San Jose Sharks,2.0,Los Angeles Kings,1.0,1
47910,2013,Ottawa Senators,3.0,Pittsburgh Penguins,7.0,1
47911,2013,Detroit Red Wings,2.0,Chicago Blackhawks,0.0,1
47912,2013,Los Angeles Kings,3.0,San Jose Sharks,0.0,1
47913,2013,New York Rangers,4.0,Boston Bruins,3.0,1
47914,2013,Pittsburgh Penguins,6.0,Ottawa Senators,2.0,1
47915,2013,Boston Bruins,3.0,New York Rangers,1.0,1
47916,2013,Chicago Blackhawks,4.0,Detroit Red Wings,1.0,1
47917,2013,San Jose Sharks,2.0,Los Angeles Kings,1.0,1
47918,2013,Detroit Red Wings,3.0,Chicago Blackhawks,4.0,1
47919,2013,Los Angeles Kings,2.0,San Jose Sharks,1.0,1
47920,2013,Chicago Blackhawks,2.0,Detroit Red Wings,1.0,1
47921,2013,Chicago Blackhawks,2.0,Los Angeles Kings,1.0,1
47922,2013,Pittsburgh Penguins,0.0,Boston Bruins,3.0,1
47923,2013,Chicago Blackhawks,4.0,Los Angeles Kings,2.0,1
47924,2013,Pittsburgh Penguins,1.0,Boston Bruins,6.0,1
47925,2013,Los Angeles Kings,3.0,Chicago Blackhawks,1.0,1
47926,2013,Boston Bruins,2.0,Pittsburgh Penguins,1.0,1
47927,2013,Los Angeles Kings,2.0,Chicago Blackhawks,3.0,1
47928,2013,Boston Bruins,1.0,Pittsburgh Penguins,0.0,1
47929,2013,Chicago Blackhawks,4.0,Los Angeles Kings,3.0,1
47930,2013,Chicago Blackhawks,4.0,Boston Bruins,3.0,1
47931,2013,Chicago Blackhawks,1.0,Boston Bruins,2.0,1
47932,2013,Boston Bruins,2.0,Chicago Blackhawks,0.0,1
47933,2013,Boston Bruins,5.0,Chicago Blackhawks,6.0,1
47934,2013,Chicago Blackhawks,3.0,Boston Bruins,1.0,1
47935,2013,Boston Bruins,2.0,Chicago Blackhawks,3.0,1
47936,2014,Chicago Blackhawks,6.0,Washington Capitals,4.0,0
47937,2014,Edmonton Oilers,4.0,Winnipeg Jets,5.0,0
47938,2014,Montreal Canadiens,3.0,Toronto Maple Leafs,4.0,0
47939,2014,Colorado Avalanche,6.0,Anaheim Ducks,1.0,0
47940,2014,Detroit Red Wings,2.0,Buffalo Sabres,1.0,0
47941,2014,Philadelphia Flyers,1.0,Toronto Maple Leafs,3.0,0
47942,2014,Boston Bruins,3.0,Tampa Bay Lightning,1.0,0
47943,2014,Dallas Stars,2.0,Florida Panthers,4.0,0
47944,2014,Minnesota Wild,2.0,Los Angeles Kings,3.0,0
47945,2014,Phoenix Coyotes,4.0,New York Rangers,1.0,0
47946,2014,Pittsburgh Penguins,3.0,New Jersey Devils,0.0,0
47947,2014,San Jose Sharks,4.0,Vancouver Canucks,1.0,0
47948,2014,St. Louis Blues,4.0,Nashville Predators,2.0,0
47949,2014,Washington Capitals,5.0,Calgary Flames,4.0,0
47950,2014,Buffalo Sabres,0.0,Ottawa Senators,1.0,0
47951,2014,Carolina Hurricanes,2.0,Detroit Red Wings,3.0,0
47952,2014,Columbus Blue Jackets,3.0,Calgary Flames,4.0,0
47953,2014,Colorado Avalanche,3.0,Nashville Predators,1.0,0
47954,2014,New Jersey Devils,3.0,New York Islanders,4.0,0
47955,2014,Winnipeg Jets,5.0,Los Angeles Kings,3.0,0
47956,2014,Boston Bruins,4.0,Detroit Red Wings,1.0,0
47957,2014,Chicago Blackhawks,2.0,Tampa Bay Lightning,3.0,0
47958,2014,Dallas Stars,2.0,Washington Capitals,1.0,0
47959,2014,Minnesota Wild,3.0,Anaheim Ducks,4.0,0
47960,2014,Montreal Canadiens,4.0,Philadelphia Flyers,1.0,0
47961,2014,New York Islanders,2.0,Columbus Blue Jackets,3.0,0
47962,2014,Pittsburgh Penguins,4.0,Buffalo Sabres,1.0,0
47963,2014,San Jose Sharks,4.0,Phoenix Coyotes,1.0,0
47964,2014,St. Louis Blues,7.0,Florida Panthers,0.0,0
47965,2014,Toronto Maple Leafs,5.0,Ottawa Senators,4.0,0
47966,2014,Vancouver Canucks,6.0,Edmonton Oilers,2.0,0
47967,2014,Carolina Hurricanes,2.0,Philadelphia Flyers,1.0,0
47968,2014,Calgary Flames,4.0,Vancouver Canucks,5.0,0
47969,2014,Winnipeg Jets,2.0,Anaheim Ducks,3.0,0
47970,2014,Edmonton Oilers,5.0,New Jersey Devils,4.0,0
47971,2014,Los Angeles Kings,1.0,New York Rangers,3.0,0
47972,2014,Buffalo Sabres,2.0,Tampa Bay Lightning,3.0,0
47973,2014,Nashville Predators,3.0,Minnesota Wild,2.0,0
47974,2014,New York Islanders,6.0,Phoenix Coyotes,1.0,0
47975,2014,Philadelphia Flyers,2.0,Florida Panthers,1.0,0
47976,2014,Pittsburgh Penguins,5.0,Carolina Hurricanes,2.0,0
47977,2014,San Jose Sharks,9.0,New York Rangers,2.0,0
47978,2014,Toronto Maple Leafs,1.0,Colorado Avalanche,2.0,0
47979,2014,Vancouver Canucks,3.0,New Jersey Devils,2.0,0
47980,2014,Calgary Flames,3.0,Montreal Canadiens,2.0,0
47981,2014,Los Angeles Kings,4.0,Ottawa Senators,3.0,0
47982,2014,St. Louis Blues,3.0,Chicago Blackhawks,2.0,0
47983,2014,Anaheim Ducks,6.0,New York Rangers,0.0,0
47984,2014,Boston Bruins,0.0,Colorado Avalanche,2.0,0
47985,2014,Buffalo Sabres,1.0,Columbus Blue Jackets,4.0,0
47986,2014,Detroit Red Wings,2.0,Phoenix Coyotes,4.0,0
47987,2014,Edmonton Oilers,1.0,Montreal Canadiens,4.0,0
47988,2014,Minnesota Wild,2.0,Winnipeg Jets,1.0,0
47989,2014,Nashville Predators,0.0,Toronto Maple Leafs,4.0,0
47990,2014,Tampa Bay Lightning,7.0,Florida Panthers,2.0,0
47991,2014,Vancouver Canucks,1.0,San Jose Sharks,4.0,0
47992,2014,Washington Capitals,2.0,Carolina Hurricanes,3.0,0
47993,2014,Carolina Hurricanes,1.0,Los Angeles Kings,2.0,0
47994,2014,Calgary Flames,3.0,New Jersey Devils,2.0,0
47995,2014,Chicago Blackhawks,3.0,New York Islanders,2.0,0
47996,2014,Florida Panthers,6.0,Pittsburgh Penguins,3.0,0
47997,2014,Philadelphia Flyers,1.0,Phoenix Coyotes,2.0,0
47998,2014,Winnipeg Jets,1.0,Dallas Stars,4.0,0
47999,2014,Columbus Blue Jackets,1.0,Boston Bruins,3.0,0
48000,2014,Chicago Blackhawks,2.0,Buffalo Sabres,1.0,0
48001,2014,Detroit Red Wings,5.0,Philadelphia Flyers,2.0,0
48002,2014,Minnesota Wild,5.0,Dallas Stars,1.0,0
48003,2014,Nashville Predators,3.0,New York Islanders,2.0,0
48004,2014,San Jose Sharks,3.0,Ottawa Senators,2.0,0
48005,2014,St. Louis Blues,5.0,New York Rangers,3.0,0
48006,2014,Tampa Bay Lightning,4.0,Pittsburgh Penguins,5.0,0
48007,2014,Toronto Maple Leafs,6.0,Edmonton Oilers,5.0,0
48008,2014,Vancouver Canucks,1.0,Montreal Canadiens,4.0,0
48009,2014,Washington Capitals,1.0,Colorado Avalanche,5.0,0
48010,2014,Anaheim Ducks,4.0,Ottawa Senators,1.0,0
48011,2014,Carolina Hurricanes,3.0,Phoenix Coyotes,5.0,0
48012,2014,Florida Panthers,0.0,Los Angeles Kings,3.0,0
48013,2014,Winnipeg Jets,3.0,New Jersey Devils,0.0,0
48014,2014,Boston Bruins,2.0,Detroit Red Wings,3.0,0
48015,2014,Buffalo Sabres,1.0,Minnesota Wild,2.0,0
48016,2014,Washington Capitals,4.0,Edmonton Oilers,2.0,0
48017,2014,Carolina Hurricanes,2.0,Chicago Blackhawks,3.0,0
48018,2014,Colorado Avalanche,3.0,Dallas Stars,2.0,0
48019,2014,Detroit Red Wings,2.0,Columbus Blue Jackets,1.0,0
48020,2014,Nashville Predators,4.0,Florida Panthers,3.0,0
48021,2014,New York Islanders,3.0,Buffalo Sabres,4.0,0
48022,2014,Philadelphia Flyers,2.0,Vancouver Canucks,3.0,0
48023,2014,Phoenix Coyotes,3.0,Ottawa Senators,4.0,0
48024,2014,Pittsburgh Penguins,3.0,Edmonton Oilers,2.0,0
48025,2014,St. Louis Blues,2.0,San Jose Sharks,6.0,0
48026,2014,Tampa Bay Lightning,5.0,Los Angeles Kings,1.0,0
48027,2014,Toronto Maple Leafs,4.0,Minnesota Wild,1.0,0
48028,2014,Winnipeg Jets,0.0,Montreal Canadiens,3.0,0
48029,2014,Anaheim Ducks,3.0,Calgary Flames,2.0,0
48030,2014,Washington Capitals,0.0,New York Rangers,2.0,0
48031,2014,Buffalo Sabres,0.0,Vancouver Canucks,3.0,0
48032,2014,Chicago Blackhawks,2.0,St. Louis Blues,3.0,0
48033,2014,Colorado Avalanche,2.0,Detroit Red Wings,4.0,0
48034,2014,Dallas Stars,4.0,San Jose Sharks,3.0,0
48035,2014,Florida Panthers,2.0,Boston Bruins,3.0,0
48036,2014,Montreal Canadiens,5.0,Columbus Blue Jackets,3.0,0
48037,2014,Nashville Predators,1.0,Los Angeles Kings,2.0,0
48038,2014,New York Islanders,3.0,Edmonton Oilers,2.0,0
48039,2014,Ottawa Senators,5.0,New Jersey Devils,2.0,0
48040,2014,Philadelphia Flyers,1.0,Pittsburgh Penguins,4.0,0
48041,2014,Tampa Bay Lightning,3.0,Minnesota Wild,1.0,0
48042,2014,Toronto Maple Leafs,2.0,Carolina Hurricanes,3.0,0
48043,2014,Anaheim Ducks,3.0,Phoenix Coyotes,2.0,0
48044,2014,Winnipeg Jets,4.0,St. Louis Blues,3.0,0
48045,2014,Buffalo Sabres,2.0,Colorado Avalanche,4.0,0
48046,2014,Chicago Blackhawks,3.0,Toronto Maple Leafs,1.0,0
48047,2014,Florida Panthers,2.0,Minnesota Wild,1.0,0
48048,2014,Los Angeles Kings,5.0,Dallas Stars,2.0,0
48049,2014,Montreal Canadiens,1.0,Nashville Predators,2.0,0
48050,2014,New Jersey Devils,4.0,New York Rangers,0.0,0
48051,2014,New York Islanders,3.0,Carolina Hurricanes,4.0,0
48052,2014,Ottawa Senators,1.0,Edmonton Oilers,3.0,0
48053,2014,Phoenix Coyotes,5.0,Detroit Red Wings,2.0,0
48054,2014,Pittsburgh Penguins,4.0,Vancouver Canucks,3.0,0
48055,2014,San Jose Sharks,6.0,Calgary Flames,3.0,0
48056,2014,Tampa Bay Lightning,0.0,Boston Bruins,5.0,0
48057,2014,Washington Capitals,4.0,Columbus Blue Jackets,1.0,0
48058,2014,Anaheim Ducks,6.0,Dallas Stars,3.0,0
48059,2014,Columbus Blue Jackets,3.0,Vancouver Canucks,1.0,0
48060,2014,Winnipeg Jets,1.0,Nashville Predators,3.0,0
48061,2014,Detroit Red Wings,0.0,San Jose Sharks,1.0,0
48062,2014,Los Angeles Kings,2.0,Calgary Flames,3.0,0
48063,2014,Pittsburgh Penguins,0.0,Colorado Avalanche,1.0,0
48064,2014,Columbus Blue Jackets,4.0,New Jersey Devils,1.0,0
48065,2014,Florida Panthers,2.0,Chicago Blackhawks,3.0,0
48066,2014,Minnesota Wild,2.0,Nashville Predators,0.0,0
48067,2014,Montreal Canadiens,3.0,Edmonton Oilers,4.0,0
48068,2014,New York Islanders,4.0,Vancouver Canucks,5.0,0
48069,2014,Phoenix Coyotes,4.0,Calgary Flames,2.0,0
48070,2014,Toronto Maple Leafs,4.0,Anaheim Ducks,2.0,0
48071,2014,Winnipeg Jets,4.0,Washington Capitals,5.0,0
48072,2014,Buffalo Sabres,2.0,Boston Bruins,5.0,0
48073,2014,Detroit Red Wings,1.0,Ottawa Senators,6.0,0
48074,2014,Boston Bruins,2.0,San Jose Sharks,1.0,0
48075,2014,Dallas Stars,5.0,Calgary Flames,1.0,0
48076,2014,Edmonton Oilers,1.0,Washington Capitals,4.0,0
48077,2014,Los Angeles Kings,7.0,Phoenix Coyotes,4.0,0
48078,2014,Minnesota Wild,3.0,Carolina Hurricanes,1.0,0
48079,2014,Montreal Canadiens,4.0,Anaheim Ducks,1.0,0
48080,2014,New Jersey Devils,2.0,Vancouver Canucks,3.0,0
48081,2014,Nashville Predators,3.0,Winnipeg Jets,2.0,0
48082,2014,Philadelphia Flyers,2.0,New York Rangers,1.0,0
48083,2014,Tampa Bay Lightning,6.0,Chicago Blackhawks,5.0,0
48084,2014,Columbus Blue Jackets,5.0,Toronto Maple Leafs,2.0,0
48085,2014,Colorado Avalanche,4.0,Carolina Hurricanes,2.0,0
48086,2014,Florida Panthers,1.0,Buffalo Sabres,3.0,0
48087,2014,Ottawa Senators,1.0,Anaheim Ducks,2.0,0
48088,2014,Pittsburgh Penguins,3.0,New York Islanders,4.0,0
48089,2014,St. Louis Blues,2.0,Vancouver Canucks,3.0,0
48090,2014,Boston Bruins,3.0,New Jersey Devils,4.0,0
48091,2014,Calgary Flames,5.0,Washington Capitals,2.0,0
48092,2014,Chicago Blackhawks,3.0,Minnesota Wild,5.0,0
48093,2014,Dallas Stars,1.0,Winnipeg Jets,2.0,0
48094,2014,Detroit Red Wings,2.0,New York Rangers,3.0,0
48095,2014,Montreal Canadiens,0.0,San Jose Sharks,2.0,0
48096,2014,Nashville Predators,1.0,St. Louis Blues,6.0,0
48097,2014,New York Islanders,2.0,Philadelphia Flyers,5.0,0
48098,2014,Phoenix Coyotes,5.0,Edmonton Oilers,4.0,0
48099,2014,Tampa Bay Lightning,3.0,Buffalo Sabres,2.0,0
48100,2014,Toronto Maple Leafs,4.0,Pittsburgh Penguins,1.0,0
48101,2014,Columbus Blue Jackets,3.0,Anaheim Ducks,4.0,0
48102,2014,Colorado Avalanche,3.0,Winnipeg Jets,2.0,0
48103,2014,Florida Panthers,3.0,Tampa Bay Lightning,4.0,0
48104,2014,Los Angeles Kings,2.0,Edmonton Oilers,1.0,0
48105,2014,Ottawa Senators,2.0,San Jose Sharks,5.0,0
48106,2014,Buffalo Sabres,3.0,Dallas Stars,4.0,0
48107,2014,Carolina Hurricanes,1.0,Pittsburgh Penguins,3.0,0
48108,2014,Minnesota Wild,1.0,Chicago Blackhawks,5.0,0
48109,2014,New York Rangers,0.0,Montreal Canadiens,2.0,0
48110,2014,Vancouver Canucks,3.0,Washington Capitals,2.0,0
48111,2014,Chicago Blackhawks,6.0,Ottawa Senators,5.0,0
48112,2014,Edmonton Oilers,0.0,Toronto Maple Leafs,4.0,0
48113,2014,Montreal Canadiens,2.0,Dallas Stars,1.0,0
48114,2014,New Jersey Devils,2.0,Tampa Bay Lightning,1.0,0
48115,2014,New York Islanders,2.0,New York Rangers,3.0,0
48116,2014,Philadelphia Flyers,2.0,Anaheim Ducks,3.0,0
48117,2014,Phoenix Coyotes,3.0,Los Angeles Kings,1.0,0
48118,2014,St. Louis Blues,3.0,Winnipeg Jets,2.0,0
48119,2014,Calgary Flames,2.0,Toronto Maple Leafs,4.0,0
48120,2014,Los Angeles Kings,4.0,San Jose Sharks,3.0,0
48121,2014,Pittsburgh Penguins,3.0,Boston Bruins,2.0,0
48122,2014,Vancouver Canucks,1.0,Detroit Red Wings,2.0,0
48123,2014,Boston Bruins,3.0,Anaheim Ducks,2.0,0
48124,2014,New York Rangers,2.0,Buffalo Sabres,0.0,0
48125,2014,Phoenix Coyotes,5.0,Nashville Predators,4.0,0
48126,2014,Carolina Hurricanes,0.0,Tampa Bay Lightning,3.0,0
48127,2014,Calgary Flames,3.0,Detroit Red Wings,4.0,0
48128,2014,Dallas Stars,2.0,Colorado Avalanche,3.0,0
48129,2014,Florida Panthers,0.0,St. Louis Blues,4.0,0
48130,2014,Minnesota Wild,4.0,Montreal Canadiens,3.0,0
48131,2014,Ottawa Senators,4.0,New York Islanders,5.0,0
48132,2014,Philadelphia Flyers,0.0,Washington Capitals,7.0,0
48133,2014,Pittsburgh Penguins,4.0,Columbus Blue Jackets,2.0,0
48134,2014,Buffalo Sabres,3.0,Anaheim Ducks,6.0,0
48135,2014,Columbus Blue Jackets,0.0,Pittsburgh Penguins,3.0,0
48136,2014,Colorado Avalanche,4.0,Montreal Canadiens,1.0,0
48137,2014,Edmonton Oilers,0.0,Detroit Red Wings,5.0,0
48138,2014,Los Angeles Kings,3.0,Nashville Predators,4.0,0
48139,2014,New Jersey Devils,0.0,Philadelphia Flyers,1.0,0
48140,2014,New York Islanders,3.0,Boston Bruins,1.0,0
48141,2014,New York Rangers,5.0,Carolina Hurricanes,1.0,0
48142,2014,San Jose Sharks,2.0,Phoenix Coyotes,3.0,0
48143,2014,Tampa Bay Lightning,4.0,St. Louis Blues,2.0,0
48144,2014,Vancouver Canucks,4.0,Toronto Maple Leafs,0.0,0
48145,2014,Winnipeg Jets,1.0,Chicago Blackhawks,5.0,0
48146,2014,Washington Capitals,3.0,Florida Panthers,2.0,0
48147,2014,Chicago Blackhawks,2.0,Calgary Flames,3.0,0
48148,2014,Minnesota Wild,4.0,New Jersey Devils,0.0,0
48149,2014,Ottawa Senators,3.0,Dallas Stars,4.0,0
48150,2014,New York Rangers,1.0,Anaheim Ducks,2.0,0
48151,2014,Winnipeg Jets,4.0,Detroit Red Wings,2.0,0
48152,2014,Boston Bruins,2.0,Dallas Stars,3.0,0
48153,2014,Carolina Hurricanes,2.0,Philadelphia Flyers,1.0,0
48154,2014,Columbus Blue Jackets,1.0,Ottawa Senators,4.0,0
48155,2014,Florida Panthers,3.0,Edmonton Oilers,4.0,0
48156,2014,Minnesota Wild,5.0,Calgary Flames,1.0,0
48157,2014,Montreal Canadiens,2.0,St. Louis Blues,3.0,0
48158,2014,Phoenix Coyotes,3.0,Vancouver Canucks,2.0,0
48159,2014,San Jose Sharks,4.0,Buffalo Sabres,5.0,0
48160,2014,Washington Capitals,6.0,New York Islanders,2.0,0
48161,2014,Anaheim Ducks,5.0,Phoenix Coyotes,2.0,0
48162,2014,Chicago Blackhawks,4.0,Winnipeg Jets,1.0,0
48163,2014,Colorado Avalanche,4.0,Nashville Predators,6.0,0
48164,2014,New York Rangers,5.0,Pittsburgh Penguins,1.0,0
48165,2014,Boston Bruins,4.0,Florida Panthers,1.0,0
48166,2014,Carolina Hurricanes,1.0,New York Islanders,0.0,0
48167,2014,Columbus Blue Jackets,2.0,New York Rangers,4.0,0
48168,2014,Detroit Red Wings,3.0,Dallas Stars,4.0,0
48169,2014,Los Angeles Kings,2.0,Buffalo Sabres,0.0,0
48170,2014,Ottawa Senators,4.0,Montreal Canadiens,1.0,0
48171,2014,Philadelphia Flyers,0.0,New Jersey Devils,3.0,0
48172,2014,San Jose Sharks,2.0,Vancouver Canucks,4.0,0
48173,2014,St. Louis Blues,3.0,Calgary Flames,2.0,0
48174,2014,Tampa Bay Lightning,4.0,Edmonton Oilers,2.0,0
48175,2014,Washington Capitals,3.0,Minnesota Wild,2.0,0
48176,2014,Anaheim Ducks,6.0,Buffalo Sabres,2.0,0
48177,2014,Colorado Avalanche,4.0,Calgary Flames,2.0,0
48178,2014,Toronto Maple Leafs,2.0,New Jersey Devils,1.0,0
48179,2014,Winnipeg Jets,5.0,Nashville Predators,0.0,0
48180,2014,Boston Bruins,3.0,Toronto Maple Leafs,1.0,0
48181,2014,Carolina Hurricanes,2.0,Minnesota Wild,3.0,0
48182,2014,Columbus Blue Jackets,5.0,New York Islanders,2.0,0
48183,2014,Dallas Stars,2.0,Chicago Blackhawks,5.0,0
48184,2014,Detroit Red Wings,2.0,Tampa Bay Lightning,3.0,0
48185,2014,Los Angeles Kings,5.0,Vancouver Canucks,1.0,0
48186,2014,Ottawa Senators,3.0,Florida Panthers,2.0,0
48187,2014,Philadelphia Flyers,4.0,Edmonton Oilers,2.0,0
48188,2014,Phoenix Coyotes,4.0,Washington Capitals,3.0,0
48189,2014,St. Louis Blues,2.0,Pittsburgh Penguins,1.0,0
48190,2014,Anaheim Ducks,3.0,Vancouver Canucks,1.0,0
48191,2014,Chicago Blackhawks,5.0,Edmonton Oilers,4.0,0
48192,2014,Colorado Avalanche,4.0,Washington Capitals,1.0,0
48193,2014,Montreal Canadiens,4.0,New York Islanders,2.0,0
48194,2014,New Jersey Devils,5.0,Nashville Predators,0.0,0
48195,2014,New York Rangers,4.0,Florida Panthers,3.0,0
48196,2014,Winnipeg Jets,5.0,San Jose Sharks,4.0,0
48197,2014,Boston Bruins,3.0,Tampa Bay Lightning,0.0,0
48198,2014,Buffalo Sabres,3.0,Los Angeles Kings,2.0,0
48199,2014,Carolina Hurricanes,2.0,Colorado Avalanche,1.0,0
48200,2014,Calgary Flames,2.0,San Jose Sharks,3.0,0
48201,2014,Detroit Red Wings,2.0,Winnipeg Jets,3.0,0
48202,2014,Florida Panthers,3.0,Anaheim Ducks,2.0,0
48203,2014,Montreal Canadiens,1.0,Tampa Bay Lightning,2.0,0
48204,2014,New York Islanders,3.0,Nashville Predators,1.0,0
48205,2014,New York Rangers,2.0,New Jersey Devils,3.0,0
48206,2014,Ottawa Senators,0.0,Philadelphia Flyers,5.0,0
48207,2014,St. Louis Blues,2.0,Phoenix Coyotes,3.0,0
48208,2014,Washington Capitals,4.0,Columbus Blue Jackets,3.0,0
48209,2014,Edmonton Oilers,0.0,Dallas Stars,3.0,0
48210,2014,Minnesota Wild,2.0,Toronto Maple Leafs,1.0,0
48211,2014,Pittsburgh Penguins,1.0,Philadelphia Flyers,2.0,0
48212,2014,Boston Bruins,3.0,Columbus Blue Jackets,2.0,0
48213,2014,Calgary Flames,3.0,Dallas Stars,7.0,0
48214,2014,Chicago Blackhawks,5.0,Phoenix Coyotes,4.0,0
48215,2014,New York Islanders,2.0,Los Angeles Kings,3.0,0
48216,2014,St. Louis Blues,7.0,Colorado Avalanche,3.0,0
48217,2014,Tampa Bay Lightning,5.0,Anaheim Ducks,1.0,0
48218,2014,Vancouver Canucks,1.0,San Jose Sharks,2.0,0
48219,2014,Buffalo Sabres,3.0,Toronto Maple Leafs,1.0,0
48220,2014,Carolina Hurricanes,3.0,Anaheim Ducks,2.0,0
48221,2014,Columbus Blue Jackets,2.0,Montreal Canadiens,3.0,0
48222,2014,Detroit Red Wings,3.0,Washington Capitals,4.0,0
48223,2014,Edmonton Oilers,1.0,San Jose Sharks,3.0,0
48224,2014,Minnesota Wild,3.0,Florida Panthers,2.0,0
48225,2014,New Jersey Devils,0.0,Los Angeles Kings,2.0,0
48226,2014,Ottawa Senators,4.0,Boston Bruins,2.0,0
48227,2014,Pittsburgh Penguins,4.0,Nashville Predators,1.0,0
48228,2014,Winnipeg Jets,3.0,Philadelphia Flyers,2.0,0
48229,2014,Calgary Flames,2.0,Edmonton Oilers,4.0,0
48230,2014,Colorado Avalanche,1.0,Florida Panthers,4.0,0
48231,2014,Montreal Canadiens,0.0,New York Rangers,1.0,0
48232,2014,New Jersey Devils,4.0,Pittsburgh Penguins,1.0,0
48233,2014,Nashville Predators,7.0,Chicago Blackhawks,2.0,0
48234,2014,New York Islanders,5.0,Detroit Red Wings,4.0,0
48235,2014,Phoenix Coyotes,6.0,Tampa Bay Lightning,3.0,0
48236,2014,St. Louis Blues,4.0,Carolina Hurricanes,2.0,0
48237,2014,Toronto Maple Leafs,4.0,Buffalo Sabres,2.0,0
48238,2014,Chicago Blackhawks,5.0,San Jose Sharks,1.0,0
48239,2014,Minnesota Wild,2.0,Winnipeg Jets,1.0,0
48240,2014,New York Rangers,0.0,Los Angeles Kings,1.0,0
48241,2014,Ottawa Senators,1.0,Columbus Blue Jackets,4.0,0
48242,2014,Vancouver Canucks,1.0,Dallas Stars,2.0,0
48243,2014,Washington Capitals,4.0,St. Louis Blues,1.0,0
48244,2014,Carolina Hurricanes,1.0,Boston Bruins,4.0,0
48245,2014,Pittsburgh Penguins,3.0,Anaheim Ducks,1.0,0
48246,2014,Winnipeg Jets,4.0,Calgary Flames,5.0,0
48247,2014,Buffalo Sabres,1.0,St. Louis Blues,4.0,0
48248,2014,Colorado Avalanche,5.0,Chicago Blackhawks,1.0,0
48249,2014,Detroit Red Wings,0.0,Nashville Predators,2.0,0
48250,2014,Edmonton Oilers,7.0,Columbus Blue Jackets,0.0,0
48251,2014,Los Angeles Kings,5.0,Tampa Bay Lightning,2.0,0
48252,2014,Montreal Canadiens,6.0,Minnesota Wild,2.0,0
48253,2014,New York Rangers,1.0,Boston Bruins,2.0,0
48254,2014,Philadelphia Flyers,5.0,Ottawa Senators,2.0,0
48255,2014,Toronto Maple Leafs,5.0,New York Islanders,2.0,0
48256,2014,Vancouver Canucks,2.0,Florida Panthers,3.0,0
48257,2014,Anaheim Ducks,3.0,New Jersey Devils,4.0,0
48258,2014,Calgary Flames,1.0,Columbus Blue Jackets,2.0,0
